title,description,cyber,innovation,acquisition,cybersecurity,toc,intelligence,theory of constraints,tesseract,intelligence analysis,python data science,training,mbse,digital engineering,digital,afit,cyber security
The 7 Best Social Engineering Attacks Ever,"['seven', 'reminder', 'technology', 'alone', 'n t', 'enough', 'keep', 'secure']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Multi-domain Command and Control: The Need for Capability Transparency,"['past', 'century', 'military', 'technology', 'advanced', 'unparalleled', 'rate', 'resultingin', 'creation', 'three', 'distinct', 'operational', 'domain', 'bringing', 'total', 'number', 'fivenamely', 'land', 'sea', 'air', 'space', 'cyberspace', 'new', 'domain', 'created', 'butthere', 'unimaginable', 'number', 'different', 'asset', 'capability', 'domain', 'forcommanders', 'choose', 'accomplish', 'mission', 'military', 'technology', 'advance', 'iscrucial', 'military', 'organization', 'update', 'command', 'control', 'c2', 'ability', 'utilize', 'allof', 'capability', 'effectively', 'create', 'synergistic', 'effect', 'poor', 'command', 'controlsystems', 'process', 'grant', 'opposing', 'force', 'achieve', 'decision', 'superiority', 'possiblyallow', 'smaller', 'le', 'advanced', 'force', 'defeat', 'larger', 'advanced', 'force']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Pentagon Weapons Systems Vulnerable to Cyber Attacks | Military.com,"['summary', 'article', 'full', 'document', 'posted', 'lt', 'col', 'reith', 'http', 'ceh aws solidstatescientific com ceh main', 'playcontentitem 877dcebd bcf3 4af7 9167 7830a88f8bcd', 'file', 'pdf', 'home recently', '20addeddefense', 'department', 'weapon', 'program', 'vulnerable', 'cyberattacks', 'federal', 'report', 'said', 'tuesday']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How Every Cyber Attack Works - A Full List,"['full', 'list', 'explanation', 'almost', 'every', 'type', 'cyber', 'attack']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Introduction to Digital Engineering, Agile Development and Cloud Services","['video', 'describes', 'overlapping', 'intersection', 'digital', 'engineering', 'agile', 'development', 'cloud', 'service']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Redefining DoD's Role in Critical Infrastructure Protection,"['90', 'usa', 'critical', 'infrastructure', 'controlled', 'civilian', 'entity', 'include', 'water', 'purification', 'system', 'water', 'production', 'system', 'power', 'generation', 'traffic', 'management', 'food', 'production', 'department', 'homeland', 'defense', 'department', 'homeland', 'security', 'norcom', 'tasked', 'defending', 'country', 'cyber', 'cyber', 'mission', 'force', '600', 'personnel', 'solely', 'aimed', 'fighting', 'nation', 'cyber', 'war', 'presented', 'lt', 'col', 'marcus', 'cooley', 'research', 'task', 'force', 'cyber', 'college', 'air', 'university']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gamification,"['overview', 'gamification', 'game', 'element', 'cyber', 'education', 'hub', 'octalysis', 'framework']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
National Initiative for Cybersecurity Education (NICE)  Cybersecurity Workforce Framework,"['publication', 'describes', 'national', 'initiative', 'cybersecurity', 'education', 'nice', 'cybersecurity', 'workforce', 'framework', 'nice', 'framework', 'reference', 'structure', 'describes', 'interdisciplinary', 'nature', 'cybersecurity', 'work', 'serf', 'fundamental', 'reference', 'resource', 'describing', 'sharing', 'information', 'cybersecurity', 'work', 'knowledge', 'skill', 'ability', 'ksas', 'needed', 'complete', 'task', 'strengthen', 'cybersecurity', 'posture', 'organization', 'common', 'consistent', 'lexicon', 'categorizes', 'describes', 'cybersecurity', 'work', 'nice', 'framework', 'improves', 'communication', 'identify', 'recruit', 'develop', 'retain', 'cybersecurity', 'talent', 'nice', 'framework', 'reference', 'source', 'organization', 'sector', 'develop', 'additional', 'publication', 'tool', 'meet', 'need', 'define', 'provide', 'guidance', 'different', 'aspect', 'cybersecurity', 'workforce', 'development', 'planning', 'training', 'education']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"DAU article - Agile, the Pros and Cons","['currently', 'disconnect', 'leadership', 'dod', 'rest', 'acquisition', 'community', 'dod', 'acquisition', 'leadership', 'desire', 'field', 'capability', 'quickly', 'agility', 'middle', 'rank', 'acquisition', 'community', 'seem', 'resistant', 'agile', 'paradigm', 'shift', 'disconnect', 'creates', 'dangerous', 'path', 'travel', 'dod', 'acquisition', 'community', 'trying', 'plan', 'execute', 'project', 'streamlined', 'agile', 'framework', 'cause', 'disconnect']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacker (2/4) - National Geographic  2010 Documentary,"['hacker', 'national', 'geographic', 'look', 'hacker', 'however', 'different', 'degree', 'hacker', 'different', 'goal', 'others', 'range', 'political', 'activism', 'fun', 'lulz', 'steal', 'data', 'profit']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699 Final video - State of Cyber Education,"['nationwide', 'overview']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi-Domain Command and Control,"['multi domain', 'command', 'control', 'mdc2', 'achieve', 'integrated', 'awareness', 'operational', 'environment', 'enablerapid', 'discernment', 'decision quality', 'information', 'integrate', 'global', 'andregional', 'capability', 'effective', 'command', 'relationship', 'operatewith', 'agility', 'resilience', 'air', 'space', 'andcyberspace', 'domain', 'affoc', '2015', 'command', 'control', 'exercise', 'authority', 'direction', 'properly', 'designatedcommander', 'assigned', 'attached', 'force', 'accomplishmentof', 'mission', 'jp', '1', 'command', 'exercise', 'authority', 'control', 'direct', 'force']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyber Security Tips - The LastPass Blog,"['get', 'cyber', 'security', 'tip', 'help', 'student', 'prepare', 'return', 'school', 'learn', 'protect', 'online', 'identity', 'device']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Job Shop Production Simulation (Part 4 of 4),"['unique', 'insight', 'production', 'scheduling', 'easy', 'waste', 'available', 'capacity', 'work in process', 'managed', 'correctly']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Russia's US Social Media Hacking: Inside the Information War | Time,"['many', 'american', 'russian', 'hacking', 'remains', 'story', '2016', 'election', 'another', 'story', 'taking', 'shape']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How to record your screen to build training using Microsoft Stream,"['short', 'tutorial', 'show', 'record', 'screen', 'creation', 'training', 'instructional', 'video', 'video', 'requires', 'cvr', 'account', 'login']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New tactics for pervasive cybersecurity threats | Accounting Today,"['expert', 'donny', 'shimamoto', 'firm', 'owner', 'dan', 'moore', 'shared', 'tried and tested', 'approach', 'keep', 'client', 'data', 'secure', 'aicpa', 'engage', 'conference']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APT1: Exposing One of China�s Cyber Espionage Units,"['mandiant', 'continues', 'track', 'dozen', 'apt', 'group', 'around', 'world', 'however', 'report', 'focused', 'prolific', 'group', 'apt1']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Design Principles | US-CERT,"['jerome', 'saltzer', 'michael', 'schroeder', 'first', 'researcher', 'correlate', 'aggregate', 'high level', 'security', 'principle', 'context', 'protection', 'mechanism', 'saltzer', '75', 'work', 'provides', 'foundation', 'needed', 'designing', 'implementing', 'secure', 'software', 'system', 'principle', 'define', 'effective', 'practice', 'applicable', 'primarily', 'architecture level', 'software']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AFIT SYS 240 - Avionics Cyber Vulnerability Assessment, Mitigation, And Protection","['read', 'full', 'description', 'additional', 'instruction', 'register', 'new', 'afit', 'student', 'information', 'system', 'si', 'course', 'address', 'specific', 'aspect', 'cybersecurity', 'related', 'aircraft', 'avionic', 'system', 'going', 'beyond', 'traditional', 'information', 'technology', 'system', 'course', 'present', 'five', 'step', 'vulnerability', 'assessment', 'mitigation', 'process', 'student', 'learn', 'discover', 'analyze', 'consider', 'mitigation', 'vulnerability', 'avionic', 'system', 'significant', 'topic', 'area', 'including', 'key', 'cyber', 'term', 'factor', 'related', 'cyber', 'vulnerability', 'attack', 'avionic', 'system', 'vulnerable', 'attack', 'real', 'world', 'example', 'commercial', 'exploitation', 'discussed', 'highlight', 'system', 'susceptibility', 'addition', 'course', 'describe', 'principle', 'cyber', 'hardening', 'resiliency', 'relationship', 'protecting', 'avionics', 'system', 'course', 'present', 'different', 'hardening', 'resiliency', 'approach', 'approach', 'appropriate', 'given', 'adversary', 'attack', 'methodology', 'challenge', 'process', 'available', 'access', 'path', 'afit', 'transitioned', 'new', 'student', 'information', 'system', 'si', 'transition', 'resulted', 'new', 'process', 'registering', 'booking', 'afit', 'course', 'clicking', 'link', 'direct', 'course', 'description', 'page', 'scroll', 'right', 'read', 'attachment', 'apply', 'course', 'book', 'course', 'proceeding', 'page', 'apply', 'button', 'click', 'button', 'redirected', 'new', 'afit', 'si', 'go', 'step', 'enroll', 'required', 'course', 'question', 'arise', 'specific', 'crow', 'aware', 'learning', 'path', 'please', 'direct', 'jason', 'donovan', 'aflcmc crows edu', 'us af mil', 'jason donovan 4', 'us af mil', 'issue', 'question', 'related', 'afit', 'si', 'must', 'direct', 'inquiry', 'afit', 'help', 'desk', 'customer', 'service', 'since', 'afit', 'owned', 'maintained', 'product']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cyber Ethics: A Global Conversation,"['cyber', 'ethic', 'code', 'conduct', 'computer', 'professional', 'also', 'principle', 'followed', 'internet', 'user']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Defense bill requires cyber warfare doctrine -- FCW,"['cyberspace', 'solarium', 'commission', 'mandated', '2019', 'defense', 'bill', 'evaluate', 'current', 'national', 'cyber', 'policy', 'determine', 'strategy', 'enforcing', 'cyber', 'norm', 'attack', 'deserve', 'response']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AFIT SYS 341 - Cyber Risk Assessment Of Weapon System Platform IT PIT,"['read', 'full', 'description', 'additional', 'instruction', 'register', 'new', 'afit', 'student', 'information', 'system', 'si', 'sys341', 'intensive', '40 hour', 'instructor led', 'course', 'includes', 'eight', 'small group', 'exercise', 'attendee', 'apply', 'principle', 'learned', 'class', 'representative', 'case', 'study', 'weapon', 'system', 'sys341', 'provides', 'student', 'assigned', 'security', 'control', 'assessor', 'representative', 'sca scar', 'weapon', 'system', 'program', 'office', 'information', 'system', 'security', 'manager', 'issm', 'weapon', 'system', 'engineer', 'developmental', 'operational', 'dt ot', 'tester', 'mission', 'defense', 'team', 'mdt', 'member', 'knowledge', 'required', 'conduct', 'architectural', 'analysis', 'identify', 'cybersecurity', 'threat', 'weapon', 'system', 'design', 'ass', 'mitigate', 'cybersecurity', 'vulnerability', 'associated', 'design', 'focus', 'sys341', 'weapon', 'system', 'sustainment', 'phase', 'system', 'development', 'lifecycle', 'course', 'objective', '1', 'know', 'core', 'requirement', 'cyber', 'risk', 'assessment', 'authorization', 'package', '2', 'ass', 'cybersecurity', 'mission', 'risk', 'weapon', 'system', '3', 'build', 'acceptable', 'authorization', 'package', 'afit', 'transitioned', 'new', 'student', 'information', 'system', 'si', 'transition', 'resulted', 'new', 'process', 'registering', 'booking', 'afit', 'course', 'clicking', 'link', 'direct', 'course', 'description', 'page', 'scroll', 'right', 'read', 'attachment', 'apply', 'course', 'book', 'course', 'proceeding', 'page', 'apply', 'button', 'click', 'button', 'redirected', 'new', 'afit', 'si', 'go', 'step', 'enroll', 'required', 'course', 'question', 'arise', 'specific', 'crow', 'aware', 'learning', 'path', 'please', 'direct', 'jason', 'donovan', 'aflcmc crows edu', 'us af mil', 'jason donovan 4', 'us af mil', 'issue', 'question', 'related', 'afit', 'si', 'must', 'direct', 'inquiry', 'afit', 'help', 'desk', 'customer', 'service', 'since', 'afit', 'owned', 'maintained', 'product']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hacker (4/4) - National Geographic  2010 Documentary,"['hacker', 'national', 'geographic', 'look', 'hacker', 'however', 'different', 'degree', 'hacker', 'different', 'goal', 'others', 'range', 'political', 'activism', 'fun', 'lulz', 'steal', 'data', 'profit']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Introduction to the Use of Modeling and Simulation Throughout the Systems Engineering Process,"['learning', 'objective', 'conclusion', 'tutorial', 'student', 'able', 'explain', 'basic', 'modeling', 'simulation', 'concept', 'model', 'simulation', 'used', 'throughout', 'system', 'life', 'cycle']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyberspace Workforce Development,"['air', 'force', 'implement', 'technical', 'leader']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Job Shop Production Simulation (Part 3 of 4),"['unique', 'insight', 'production', 'scheduling', 'easy', 'waste', 'available', 'capacity', 'work in process', 'managed', 'correctly']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
USAF Digital Enterprise,"['describes', 'current', 'state', 'digital', 'engineering', 'usaf', 'date']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ACQ 1010 Fundamentals of Systems Acquisition Management,"['course', 'provides', 'broad', 'overview', 'department', 'defense', 'dod', 'system', 'acquisition', 'process', 'covering', 'phase', 'acquisition', 'introduces', 'joint', 'capability', 'integration', 'development', 'system', 'jcids', 'planning', 'programming', 'budgeting', 'execution', 'ppbe', 'process', 'dod', '5000', 'series', 'policy', 'procedure', 'document', 'current', 'issue', 'system', 'acquisition', 'management', 'designed', 'individual', 'little', 'experience', 'dod', 'acquisition', 'management', 'course', 'proven', 'useful', 'personnel', 'headquarters', 'program', 'management', 'functional', 'support', 'office']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cyber war in perspective: russian aggression against ukraine,"['cyber', 'war', 'hot', 'topic', 'armed', 'force', 'intelligence', 'law', 'enforcement', 'agencieshave', 'made', 'computer', 'security', 'defence', 'offence', 'top', 'priority', 'forinvestment', 'recruitment', 'fact', 'current', 'effort', 'take', 'higher', 'ground', 'incyberspace', 'intense', 'many', 'government', 'overreach', 'unfortunateramifications', 'democracy', 'human', 'right', 'around', 'world the', 'current', 'russo ukrainian', 'conflict', 'appears', 'necessary', 'ingredientsfor', 'cyber', 'war', 'moscow', 'kyiv', 'indeed', 'entire', 'nato', 'alliance', 'areplaying', 'highest', 'geopolitical', 'stake', 'russia', 'already', 'annexed', 'crimea', 'andthere', 'ongoing', 'military', 'standoff', 'eastern', 'ukraine', 'country', 'posse', 'ahigh', 'level', 'expertise', 'science', 'technology', 'engineering', 'mathematics', 'stem', 'naturally', 'led', 'aptitude', 'experience', 'computer', 'hacking']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyber Research & Expectations,"['lt', 'col', 'reith', 'share', 'perspective', 'graduate', 'cyber', 'research', 'well', 'expectation', 'graduate', 'work', 'csce', '525', 'intro', 'cyber', 'warfare', 'security', 'class']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deterrence Stability in the Cyber Age,"['technical', 'operational', 'reality', 'make', 'prohibitively', 'difficult', 'adapt', 'cold', 'war', 'paradigm', 'deterrence', 'stability', 'new', 'domain', 'cyber', 'warfare', 'information', 'quality', 'problem', 'likely', 'forestall', 'development', 'cyber', 'equivalent', 'strategic', 'exchange', 'model', 'assessed', 'deterrence', 'stability', 'cold', 'war', 'since', 'cyberspace', 'firmly', 'connected', 'geographic', 'space', 'way', 'domain', 'make', 'modeling', 'extremely', 'difficult', 'well', 'muddle', 'neat', 'conceptual', 'distinction', 'counterforce', 'military', 'countervalue', 'civilian', 'target', 'obstacle', 'seriously', 'complicate', 'you s', 'planning', 'credible', 'cyber', 'assured', 'response', 'also', 'present', 'substantial', 'challenge', 'potential', 'adversary', 'contemplating', 'cyber', 'attack', 'you s', 'interest', 'create', 'maximally', 'effective', 'deterrent', 'cyber', 'threat', 'united', 'state', 'seek', 'maximize', 'challenge', 'possible', 'opponent', 'creating', 'cyber', 'strategy', 'technology', 'emphasizing', 'resilience', 'denial', 'offensive', 'capability']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USAWC Strategic Cyberspace Operations Guide,"['overview', 'information', 'operationsthis', 'publication', 'provides', 'guide', 'you s', 'army', 'war', 'college', 'student', 'understand', 'design', 'planning', 'execution', 'cyberspace', 'operation', 'combatant', 'command', 'ccmds', 'joint', 'taskforces', 'jtfs', 'joint', 'functional', 'component', 'command', 'combine', 'existing', 'you s', 'governmentunclassified', '22releasable', 'public', '22', 'document', 'single', 'guide']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Engineering Strategy and Implementation,"['describes', 'dod', 'digital', 'engineering', 'stragey', 'implementation']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Classroom Presentation part 3,"['part', '3', 'classroom', 'presentation', 'tsgt', 'joe', 'glorso', '339th', 'recruiting', 'squadron']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
